date,id,state.abbr,municipality,organized.crime.dead,organized.crime.wounded,organized.crime.dead.L1,organized.crime.wounded.L1,organized.crime.dead.L2,organized.crime.dead.L3,organized.crime.dead.L4,organized.crime.dead.L5,organized.crime.wounded.L2,organized.crime.wounded.L3,organized.crime.wounded.L4,organized.crime.wounded.L5
2008-02-01,8,COAH,Torreón,2,2,0,0,0,0,0,0,0,0,0,0
2008-03-01,8,COAH,Torreón,2,0,2,2,0,0,0,0,0,0,0,0
2008-04-01,8,0,Torreón,0,0,2,0,2,0,0,0,2,0,0,0
2008-05-01,8,COAH,Torreón,0,0,0,0,2,2,0,0,0,2,0,0
2008-06-01,8,COAH,Torreón,9,1,0,0,0,2,2,0,0,0,2,0
2008-07-01,8,0,Torreón,0,0,9,1,0,0,2,2,0,0,0,2
2008-08-01,8,0,Torreón,0,0,0,0,9,0,0,2,1,0,0,0
2008-09-01,8,COAH,Torreón,1,0,0,0,0,9,0,0,0,1,0,0
2008-10-01,8,COAH,Torreón,0,0,1,0,0,0,9,0,0,0,1,0
2008-11-01,8,0,Torreón,0,0,0,0,1,0,0,9,0,0,0,1
2008-12-01,8,COAH,Torreón,0,0,0,0,0,1,0,0,0,0,0,0
2009-01-01,8,COAH,Torreón,0,0,0,0,0,0,1,0,0,0,0,0
2009-02-01,8,COAH,Torreón,2,5,0,0,0,0,0,1,0,0,0,0
2009-03-01,8,COAH,Torreón,5,2,2,5,0,0,0,0,0,0,0,0
2009-04-01,8,0,Torreón,0,0,5,2,2,0,0,0,5,0,0,0
2009-05-01,8,COAH,Torreón,0,0,0,0,5,2,0,0,2,5,0,0
2009-06-01,8,COAH,Torreón,3,0,0,0,0,5,2,0,0,2,5,0
2009-07-01,8,COAH,Torreón,0,0,3,0,0,0,5,2,0,0,2,5
2009-08-01,8,COAH,Torreón,0,1,0,0,3,0,0,5,0,0,0,2
2009-09-01,8,COAH,Torreón,0,1,0,1,0,3,0,0,0,0,0,0
2009-10-01,8,COAH,Torreón,0,0,0,1,0,0,3,0,1,0,0,0
2009-11-01,8,COAH,Torreón,3,11,0,0,0,0,0,3,1,1,0,0
2009-12-01,8,COAH,Torreón,0,0,3,11,0,0,0,0,0,1,1,0
2010-01-01,8,COAH,Torreón,0,0,0,0,3,0,0,0,11,0,1,1
2010-02-01,8,COAH,Torreón,7,1,0,0,0,3,0,0,0,11,0,1
2010-03-01,8,COAH,Torreón,2,2,7,1,0,0,3,0,0,0,11,0
2010-04-01,8,COAH,Torreón,1,1,2,2,7,0,0,3,1,0,0,11
2010-05-01,8,COAH,Torreón,2,1,1,1,2,7,0,0,2,1,0,0
2010-06-01,8,COAH,Torreón,0,0,2,1,1,2,7,0,1,2,1,0
2010-07-01,8,COAH,Torreón,8,0,0,0,2,1,2,7,1,1,2,1
2010-08-01,8,COAH,Torreón,0,2,8,0,0,2,1,2,0,1,1,2
2010-09-01,8,0,Torreón,0,0,0,2,8,0,2,1,0,0,1,1
2010-10-01,8,COAH,Torreón,5,7,0,0,0,8,0,2,2,0,0,1
2010-11-01,8,COAH,Torreón,1,0,5,7,0,0,8,0,0,2,0,0
2010-12-01,8,COAH,Torreón,1,1,1,0,5,0,0,8,7,0,2,0
2011-01-01,8,COAH,Torreón,13,1,1,1,1,5,0,0,0,7,0,2
2011-02-01,8,COAH,Torreón,1,0,13,1,1,1,5,0,1,0,7,0
2011-03-01,8,COAH,Torreón,8,2,1,0,13,1,1,5,1,1,0,7
2011-04-01,8,COAH,Torreón,4,0,8,2,1,13,1,1,0,1,1,0
2011-05-01,8,COAH,Torreón,11,0,4,0,8,1,13,1,2,0,1,1
2011-06-01,8,COAH,Torreón,4,2,11,0,4,8,1,13,0,2,0,1
2011-07-01,8,COAH,Torreón,10,2,4,2,11,4,8,1,0,0,2,0
2011-08-01,8,COAH,Torreón,5,1,10,2,4,11,4,8,2,0,0,2
2011-09-01,8,COAH,Torreón,4,0,5,1,10,4,11,4,2,2,0,0
2011-10-01,8,COAH,Torreón,0,0,4,0,5,10,4,11,1,2,2,0
2011-11-01,8,COAH,Torreón,0,0,0,0,4,5,10,4,0,1,2,2
2007-01-01,9,0,Chihuahua,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-02-01,9,0,Chihuahua,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2007-04-01,9,0,Chihuahua,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA
2007-05-01,9,CHIH,Chihuahua,0,0,0,0,0,0,NA,NA,0,0,NA,NA
2007-06-01,9,0,Chihuahua,0,0,0,0,0,0,0,NA,0,0,0,NA
2007-07-01,9,0,Chihuahua,0,0,0,0,0,0,0,0,0,0,0,0
2007-09-01,9,0,Chihuahua,0,0,0,0,0,0,0,0,0,0,0,0
2007-10-01,9,0,Chihuahua,0,0,0,0,0,0,0,0,0,0,0,0
2007-11-01,9,0,Chihuahua,0,0,0,0,0,0,0,0,0,0,0,0
2007-12-01,9,0,Chihuahua,0,0,0,0,0,0,0,0,0,0,0,0
2008-01-01,9,CHIH,Chihuahua,0,0,0,0,0,0,0,0,0,0,0,0
2008-02-01,9,CHIH,Chihuahua,0,0,0,0,0,0,0,0,0,0,0,0
2008-03-01,9,CHIH,Chihuahua,5,2,0,0,0,0,0,0,0,0,0,0
2008-04-01,9,CHIH,Chihuahua,0,0,5,2,0,0,0,0,0,0,0,0
2008-05-01,9,0,Chihuahua,0,0,0,0,5,0,0,0,2,0,0,0
2008-06-01,9,CHIH,Chihuahua,3,1,0,0,0,5,0,0,0,2,0,0
2008-07-01,9,CHIH,Chihuahua,2,0,3,1,0,0,5,0,0,0,2,0
2008-08-01,9,0,Chihuahua,0,0,2,0,3,0,0,5,1,0,0,2
2008-09-01,9,CHIH,Chihuahua,1,1,0,0,2,3,0,0,0,1,0,0
2008-10-01,9,CHIH,Chihuahua,0,0,1,1,0,2,3,0,0,0,1,0
2008-11-01,9,CHIH,Chihuahua,0,0,0,0,1,0,2,3,1,0,0,1
2008-12-01,9,CHIH,Chihuahua,0,0,0,0,0,1,0,2,0,1,0,0
2009-01-01,9,0,Chihuahua,0,0,0,0,0,0,1,0,0,0,1,0
2009-02-01,9,CHIH,Chihuahua,0,1,0,0,0,0,0,1,0,0,0,1
2009-03-01,9,CHIH,Chihuahua,0,0,0,1,0,0,0,0,0,0,0,0
2009-04-01,9,0,Chihuahua,0,0,0,0,0,0,0,0,1,0,0,0
2009-05-01,9,0,Chihuahua,0,0,0,0,0,0,0,0,0,1,0,0
2009-06-01,9,CHIH,Chihuahua,0,4,0,0,0,0,0,0,0,0,1,0
2009-07-01,9,0,Chihuahua,0,0,0,4,0,0,0,0,0,0,0,1
2009-08-01,9,CHIH,Chihuahua,3,1,0,0,0,0,0,0,4,0,0,0
2009-09-01,9,CHIH,Chihuahua,0,0,3,1,0,0,0,0,0,4,0,0
2009-10-01,9,CHIH,Chihuahua,0,0,0,0,3,0,0,0,1,0,4,0
2009-11-01,9,CHIH,Chihuahua,0,2,0,0,0,3,0,0,0,1,0,4
2009-12-01,9,CHIH,Chihuahua,0,0,0,2,0,0,3,0,0,0,1,0
2010-01-01,9,CHIH,Chihuahua,2,0,0,0,0,0,0,3,2,0,0,1
2010-02-01,9,CHIH,Chihuahua,0,0,2,0,0,0,0,0,0,2,0,0
2010-03-01,9,CHIH,Chihuahua,4,1,0,0,2,0,0,0,0,0,2,0
2010-04-01,9,CHIH,Chihuahua,1,0,4,1,0,2,0,0,0,0,0,2
2010-05-01,9,CHIH,Chihuahua,0,0,1,0,4,0,2,0,1,0,0,0
2010-06-01,9,CHIH,Chihuahua,1,0,0,0,1,4,0,2,0,1,0,0
2010-07-01,9,CHIH,Chihuahua,3,0,1,0,0,1,4,0,0,0,1,0
2010-08-01,9,CHIH,Chihuahua,3,1,3,0,1,0,1,4,0,0,0,1
2010-09-01,9,CHIH,Chihuahua,1,0,3,1,3,1,0,1,0,0,0,0
2010-10-01,9,CHIH,Chihuahua,6,0,1,0,3,3,1,0,1,0,0,0
2010-11-01,9,CHIH,Chihuahua,0,0,6,0,1,3,3,1,0,1,0,0
2010-12-01,9,CHIH,Chihuahua,5,3,0,0,6,1,3,3,0,0,1,0
2011-01-01,9,CHIH,Chihuahua,0,0,5,3,0,6,1,3,0,0,0,1
2011-02-01,9,CHIH,Chihuahua,1,0,0,0,5,0,6,1,3,0,0,0
2011-03-01,9,CHIH,Chihuahua,2,2,1,0,0,5,0,6,0,3,0,0
2011-04-01,9,CHIH,Chihuahua,3,0,2,2,1,0,5,0,0,0,3,0
2011-05-01,9,0,Chihuahua,0,0,3,0,2,1,0,5,2,0,0,3
2011-06-01,9,CHIH,Chihuahua,0,0,0,0,3,2,1,0,0,2,0,0
2011-07-01,9,CHIH,Chihuahua,0,0,0,0,0,3,2,1,0,0,2,0
2011-08-01,9,CHIH,Chihuahua,0,1,0,0,0,0,3,2,0,0,0,2
2011-09-01,9,0,Chihuahua,0,0,0,1,0,0,0,3,0,0,0,0
2011-10-01,9,CHIH,Chihuahua,0,0,0,0,0,0,0,0,1,0,0,0
2011-11-01,9,CHIH,Chihuahua,0,0,0,0,0,0,0,0,0,1,0,0
2007-01-01,10,0,Juárez,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-02-01,10,0,Juárez,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2007-04-01,10,0,Juárez,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA
2007-05-01,10,0,Juárez,0,0,0,0,0,0,NA,NA,0,0,NA,NA
2007-06-01,10,CHIH,Juárez,0,0,0,0,0,0,0,NA,0,0,0,NA
2007-07-01,10,0,Juárez,0,0,0,0,0,0,0,0,0,0,0,0
2007-09-01,10,0,Juárez,0,0,0,0,0,0,0,0,0,0,0,0
2007-10-01,10,0,Juárez,0,0,0,0,0,0,0,0,0,0,0,0
2007-11-01,10,0,Juárez,0,0,0,0,0,0,0,0,0,0,0,0
2007-12-01,10,0,Juárez,0,0,0,0,0,0,0,0,0,0,0,0
2008-01-01,10,0,Juárez,0,0,0,0,0,0,0,0,0,0,0,0
2008-02-01,10,CHIH,Juárez,2,1,0,0,0,0,0,0,0,0,0,0
2008-03-01,10,0,Juárez,0,0,2,1,0,0,0,0,0,0,0,0
2008-04-01,10,0,Juárez,0,0,0,0,2,0,0,0,1,0,0,0
2008-05-01,10,CHIH,Juárez,0,1,0,0,0,2,0,0,0,1,0,0
2008-06-01,10,0,Juárez,0,0,0,1,0,0,2,0,0,0,1,0
2008-07-01,10,CHIH,Juárez,0,0,0,0,0,0,0,2,1,0,0,1
2008-08-01,10,CHIH,Juárez,6,2,0,0,0,0,0,0,0,1,0,0
2008-09-01,10,CHIH,Juárez,2,1,6,2,0,0,0,0,0,0,1,0
2008-10-01,10,CHIH,Juárez,3,2,2,1,6,0,0,0,2,0,0,1
2008-11-01,10,CHIH,Juárez,0,0,3,2,2,6,0,0,1,2,0,0
2008-12-01,10,CHIH,Juárez,2,0,0,0,3,2,6,0,2,1,2,0
2009-01-01,10,CHIH,Juárez,0,0,2,0,0,3,2,6,0,2,1,2
2009-02-01,10,CHIH,Juárez,1,0,0,0,2,0,3,2,0,0,2,1
2009-03-01,10,0,Juárez,0,0,1,0,0,2,0,3,0,0,0,2
2009-04-01,10,CHIH,Juárez,2,0,0,0,1,0,2,0,0,0,0,0
2009-05-01,10,0,Juárez,0,0,2,0,0,1,0,2,0,0,0,0
2009-06-01,10,0,Juárez,0,0,0,0,2,0,1,0,0,0,0,0
2009-07-01,10,CHIH,Juárez,2,0,0,0,0,2,0,1,0,0,0,0
2009-08-01,10,CHIH,Juárez,0,0,2,0,0,0,2,0,0,0,0,0
2009-09-01,10,CHIH,Juárez,1,1,0,0,2,0,0,2,0,0,0,0
2009-10-01,10,CHIH,Juárez,2,1,1,1,0,2,0,0,0,0,0,0
2009-11-01,10,CHIH,Juárez,4,1,2,1,1,0,2,0,1,0,0,0
2009-12-01,10,CHIH,Juárez,0,0,4,1,2,1,0,2,1,1,0,0
2010-01-01,10,CHIH,Juárez,3,3,0,0,4,2,1,0,1,1,1,0
2010-02-01,10,CHIH,Juárez,1,1,3,3,0,4,2,1,0,1,1,1
2010-03-01,10,CHIH,Juárez,3,1,1,1,3,0,4,2,3,0,1,1
2010-04-01,10,CHIH,Juárez,0,0,3,1,1,3,0,4,1,3,0,1
2010-05-01,10,CHIH,Juárez,0,1,0,0,3,1,3,0,1,1,3,0
2010-06-01,10,CHIH,Juárez,1,4,0,1,0,3,1,3,0,1,1,3
2010-07-01,10,CHIH,Juárez,6,2,1,4,0,0,3,1,1,0,1,1
2010-08-01,10,CHIH,Juárez,4,8,6,2,1,0,0,3,4,1,0,1
2010-09-01,10,CHIH,Juárez,0,0,4,8,6,1,0,0,2,4,1,0
2010-10-01,10,CHIH,Juárez,1,0,0,0,4,6,1,0,8,2,4,1
2010-11-01,10,CHIH,Juárez,2,0,1,0,0,4,6,1,0,8,2,4
2010-12-01,10,CHIH,Juárez,0,0,2,0,1,0,4,6,0,0,8,2
2011-01-01,10,CHIH,Juárez,4,5,0,0,2,1,0,4,0,0,0,8
2011-02-01,10,CHIH,Juárez,3,4,4,5,0,2,1,0,0,0,0,0
2011-03-01,10,CHIH,Juárez,4,2,3,4,4,0,2,1,5,0,0,0
2011-04-01,10,CHIH,Juárez,1,1,4,2,3,4,0,2,4,5,0,0
2011-05-01,10,CHIH,Juárez,2,0,1,1,4,3,4,0,2,4,5,0
2011-06-01,10,CHIH,Juárez,0,4,2,0,1,4,3,4,1,2,4,5
2011-07-01,10,CHIH,Juárez,19,21,0,4,2,1,4,3,0,1,2,4
2011-08-01,10,CHIH,Juárez,0,1,19,21,0,2,1,4,4,0,1,2
2011-09-01,10,CHIH,Juárez,2,1,0,1,19,0,2,1,21,4,0,1
2011-10-01,10,CHIH,Juárez,0,0,2,1,0,19,0,2,1,21,4,0
2011-11-01,10,CHIH,Juárez,6,1,0,0,2,0,19,0,1,1,21,4
